route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
400,0000000022020091420210610,0003442622020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
406,0000000032020091420210610,0003442632020091420210610,Piazza Dante "Dogana",1,D676_T0922_Ritorno_sub2,1
404,0000000032020091420210610,0003442642020091420210610,Verona "Palazzo Stella",0,D654_T0867_Andata_sub1,1
408,0000000102020091420210610,0003442652020091420210610,Piazza Dante "Dogana",1,D689_T1032_Ritorno_sub2,1
400,0000000022020091420210610,0003442662020091420210610,Piazza Dante "Dogana",1,D171_F0512_Ritorno_sub2,1
400,0000000022020091420210610,0003442672020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003442682020091420210610,Piazza Dante "Dogana",1,D171_F0512_Ritorno_sub2,1
543,0000000032020091420210610,0003442692020091420210610,Piazza Dante "Dogana",1,D654_T0867_Andata_sub1,1
539,0000000102020091420210610,0003442702020091420210610,Verona Menguzzato,0,D574_T0411b_Andata_sub1,1
539,0000000032020091420210610,0003442712020091420210610,Piazza Dante "Pal. Regione",1,D165_F0410_Ritorno_sub1,1
402,0000000092020091420210610,0003442722020091420210610,Gardolo P.Le Neufahrn Sud,0,D167_F0416_Ritorno_sub2,1
396,0000000032020091420210610,0003443202020091420210610,Travai Piazza Fiera,0,D567_T0381_Andata_sub1,1
396,0000000102020091420210610,0003443212020091420210610,Zambra "Top Center",1,D545_T0330_Ritorno_sub2,1
400,0000000022020091420210610,0003443222020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443232020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443242020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443252020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443262020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443272020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443282020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443292020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443302020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443312020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443322020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443332020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443342020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443352020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443362020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443372020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003443382020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
