ZONE_ID, ZONE_NAME, ZONE_LAT, ZONE_LON
6700,Cis,46.39945,11.00314
6705,Scanna,46.39619,11.02572
6710,Varollo,46.39813,11.02215
6715,Livo,46.4054,11.01773
6720,Preghena,46.409,11.01044
6730,Mione/Marcena,46.43707,11.02795
6750,Mocenigo/Scassio,46.45089,11.00821
6755,Lanza Di Rumo,46.45474,11.01244
6760,Baselga Di Bresimo,46.41525,10.98509
6765,Bresimo,46.41078,10.96825
